tingakt,parent,similarity
5,mencakar,"[('menggigit', 0.7431585788726807), ('menusuk', 0.7127352356910706), ('membelai', 0.7119776010513306), ('merobek', 0.6860310435295105), ('meninju', 0.6764684319496155), ('menggaruk', 0.6763603091239929), ('pantat', 0.6625493764877319), ('ekornya', 0.6613785028457642), ('menepuk', 0.660484790802002), ('lehernya', 0.6563184261322021)]"
5,menggaruk,"[('menggigit', 0.7359462380409241), ('menggosok', 0.7357292771339417), ('menepuk', 0.7342106699943542), ('menjilati', 0.7141671776771545), ('membelai', 0.700912594795227), ('garuk', 0.6872982978820801), ('merobek', 0.6861030459403992), ('menusuk', 0.6799128651618958), ('melubangi', 0.679219126701355), ('mencakar', 0.6763603687286377)]"
5,mengelus,"[('menepuk', 0.7216525673866272), ('menggigit', 0.7193410396575928), ('mengusap', 0.7138485908508301), ('membelai', 0.7067909240722656), ('menggoyangkan', 0.7042980194091797), ('meremukkan', 0.6835790276527405), ('menjilati', 0.6756114363670349), ('menjulurkan', 0.6542388200759888), ('memijat', 0.6539211273193359), ('merobek', 0.6531493663787842)]"
5,menghisap,"[('mengisap', 0.8413806557655334), ('memuntahkan', 0.7283163070678711), ('menggigit', 0.7187698483467102), ('menjilati', 0.7145998477935791), ('menghirup', 0.7062125205993652), ('menyuntikkan', 0.6986785531044006), ('menyemprotkan', 0.6984332799911499), ('meminum', 0.6945674419403076), ('menumpahkan', 0.680513322353363), ('mengunyah', 0.6730780601501465)]"
5,berbaring,"[('terbaring', 0.7607437968254089), ('tidur', 0.7322707176208496), ('tertidur', 0.7248364090919495), ('berlutut', 0.7178910374641418), ('meletakkannya', 0.7026784420013428), ('beristirahat', 0.7008358836174011), ('menggantung', 0.6871378421783447), ('duduk', 0.6841199994087219), ('tidurnya', 0.6726548671722412), ('ditaruh', 0.6690175533294678)]"
5,tidur,"[('tidurnya', 0.7358989715576172), ('berbaring', 0.7322708368301392), ('tertidur', 0.7005789875984192), ('beristirahat', 0.6837193369865417), ('istirahat', 0.6538349986076355), ('terbaring', 0.6410114169120789), ('duduk', 0.6226800084114075), ('mandi', 0.6198153495788574), ('berteduh', 0.6161491870880127), ('terbangun', 0.605527400970459)]"
5,menangis,"[('tersenyum', 0.7791540026664734), ('menjerit', 0.75506991147995), ('tertawa', 0.7373355627059937), ('berteriak', 0.7371628284454346), ('meratap', 0.7238008975982666), ('menghampiri', 0.7163334488868713), ('sedih', 0.7099573612213135), ('histeris', 0.7072937488555908), ('pingsan', 0.7003728151321411), ('tertidur', 0.7002789378166199)]"
5,tersesat,"[('tertidur', 0.6922240853309631), ('terjebak', 0.6749155521392822), ('bersembunyi', 0.6515488624572754), ('mencarinya', 0.648686408996582), ('mengejarnya', 0.6441245079040527), ('berkeliaran', 0.6346718072891235), ('menemukannya', 0.6311145424842834), ('berpetualang', 0.6274338960647583), ('terdampar', 0.6251828074455261), ('menjumpai', 0.6122921705245972)]"
5,lelap,"[('nyenyak', 0.6989906430244446), ('tertidur', 0.6915243268013), ('tiduran', 0.6813742518424988), ('pulas', 0.6798521876335144), ('terlelap', 0.6596553325653076), ('terbaring', 0.6002485156059265), ('termenung', 0.5953153371810913), ('terduduk', 0.5932126045227051), ('sekarat', 0.5770106315612793), ('semalaman', 0.5727484226226807)]"
5,mencurinya,"[('mengambilnya', 0.7115423679351807), ('mengkhianatinya', 0.7017276883125305), ('siuman', 0.6971032023429871), ('memperkosanya', 0.6878684759140015), ('menolongnya', 0.68638014793396), ('menculiknya', 0.6801139116287231), ('menelannya', 0.6752499341964722), ('membunuhnya', 0.670578122138977), ('menemukannya', 0.6699673533439636), ('mencabutnya', 0.6688432097434998)]"
5,mengkhianatinya,"[('memaafkannya', 0.7367826700210571), ('menculiknya', 0.7297973036766052), ('mengeksekusinya', 0.7289121747016907), ('menceraikannya', 0.7223400473594666), ('mengkhianati', 0.7108856439590454), ('menolongnya', 0.7072712182998657), ('mencurinya', 0.7017276287078857), ('meninggalkannya', 0.7010611891746521), ('melamarnya', 0.6966750621795654), ('siuman', 0.6941717267036438)]"
5,memergokinya,"[('siuman', 0.671449601650238), ('menghampirinya', 0.6203122138977051), ('memperkosanya', 0.6167334318161011), ('memergoki', 0.6163442730903625), ('menyelidikinya', 0.6117934584617615), ('melabrak', 0.6115330457687378), ('memacari', 0.6064114570617676), ('mendatanginya', 0.6033443808555603), ('melamarnya', 0.600327730178833), ('memeluknya', 0.5971773862838745)]"
5,tersadar,"[('memberitahunya', 0.7610266208648682), ('menyangka', 0.7534224390983582), ('berujar', 0.7350859642028809), ('terungkaplah', 0.7336742281913757), ('diingatkan', 0.7302045226097107), ('mengingatkannya', 0.7291580438613892), ('menyadari', 0.7096254229545593), ('diberitahu', 0.7096123695373535), ('memberitahu', 0.7049370408058167), ('terkuak', 0.7010074257850647)]"
5,menemukannya,"[('mencarinya', 0.7403469085693359), ('mengambilnya', 0.7105767726898193), ('menemukan', 0.6982344388961792), ('mendapatkannya', 0.6902799606323242), ('menangkapnya', 0.6897329092025757), ('meninggalkannya', 0.6849263906478882), ('menolongnya', 0.6755123734474182), ('memperkosanya', 0.6740678548812866), ('mencurinya', 0.6699672937393188), ('menyembuhkannya', 0.6687890291213989)]"
5,menyelidikinya,"[('mencarinya', 0.7279220223426819), ('menculiknya', 0.7206956148147583), ('menginterogasi', 0.7022356390953064), ('menelpon', 0.6911120414733887), ('memeriksanya', 0.6840428709983826), ('menelepon', 0.6834442615509033), ('melamarnya', 0.6798380613327026), ('mendekatinya', 0.6740356683731079), ('menciumnya', 0.6735839247703552), ('mencelakai', 0.6719493269920349)]"
5,diamputasi,"[('dioperasi', 0.7285267114639282), ('terkilir', 0.7199811935424805), ('mengamputasi', 0.6781030297279358), ('membasuh', 0.6615984439849854), ('menghentakkan', 0.6547363996505737), ('menginjakan', 0.6540992856025696), ('menjejakkan', 0.6475263237953186), ('melangkahkan', 0.6471002697944641), ('dipijat', 0.6375886797904968), ('terkapar', 0.6337988376617432)]"
5,memarahinya,"[('memarahi', 0.7905206680297852), ('kesal', 0.7259173393249512), ('sebal', 0.7250067591667175), ('mengejeknya', 0.7079447507858276), ('jengkel', 0.6875466704368591), ('memukulnya', 0.6869605183601379), ('mencekik', 0.6812939643859863), ('mengkhianatinya', 0.67502760887146), ('menyesal', 0.6716831922531128), ('menciumnya', 0.666262149810791)]"
5,tertelungkup,"[('tersungkur', 0.670436680316925), ('selaso', 0.6027776002883911), ('lunglai', 0.5957493185997009), ('terpeleset', 0.5874817967414856), ('sekonyong', 0.5874779224395752), ('bangunnya', 0.5843802690505981), ('gadisku', 0.5733935236930847), ('pengsan', 0.5724974870681763), ('naṣr', 0.5677385926246643), ('bantalnya', 0.5657062530517578)]"
5,terkilir,"[('diamputasi', 0.71998131275177), ('keseleo', 0.7088643908500671), ('pergelangan', 0.7084918022155762), ('menghentakkan', 0.7073491811752319), ('bertelanjang', 0.697151780128479), ('pegal', 0.6962474584579468), ('memar', 0.6921713352203369), ('kram', 0.6911609172821045), ('lututnya', 0.6895617842674255), ('batis', 0.6887654662132263)]"
5,remuk,"[('menyayat', 0.6476477980613708), ('mengerang', 0.6458295583724976), ('gundah', 0.6390261650085449), ('tersungkur', 0.6347405314445496), ('mengusap', 0.6316206455230713), ('retak', 0.6314886808395386), ('menjerit', 0.6302770972251892), ('patah', 0.6301199197769165), ('luluh', 0.6288946270942688), ('terkilir', 0.6174649000167847)]"
5,menikam,"[('menusuk', 0.7990712523460388), ('memukulnya', 0.7175445556640625), ('menikamnya', 0.706561803817749), ('menusuknya', 0.6919215321540833), ('menghunus', 0.6826565265655518), ('mencekik', 0.6782167553901672), ('menembaknya', 0.6713335514068604), ('pedangnya', 0.6583362221717834), ('mengayunkan', 0.656682014465332), ('memegangi', 0.6561611890792847)]"
5,kakinya,"[('lengannya', 0.8237994313240051), ('lutut', 0.7740408182144165), ('lututnya', 0.7722888588905334), ('lehernya', 0.7674248218536377), ('tangannya', 0.759249746799469), ('dadanya', 0.7377063632011414), ('bahunya', 0.7296823263168335), ('punggungnya', 0.7198517918586731), ('kirinya', 0.7100433111190796), ('pahanya', 0.707750141620636)]"
5,tifus,"[('disentri', 0.8485291600227356), ('kolera', 0.8415955901145935), ('variola', 0.8269458413124084), ('difteri', 0.8205066919326782), ('gastroenteritis', 0.8086399435997009), ('artritis', 0.8070300817489624), ('tipus', 0.804318368434906), ('leukimia', 0.7992192506790161), ('tifoid', 0.7977222204208374), ('pneumonia', 0.7918142676353455)]"
5,bronkitis,"[('gastroenteritis', 0.8543176054954529), ('sinusitis', 0.8529878854751587), ('idiopatik', 0.8432679772377014), ('artritis', 0.8349591493606567), ('difteri', 0.8334426283836365), ('pankreatitis', 0.8296136856079102), ('perikarditis', 0.8294691443443298), ('diare', 0.8265019655227661), ('disentri', 0.8263245224952698), ('hipertensi', 0.8229520916938782)]"
5,difteri,"[('tetanus', 0.8653309345245361), ('beguk', 0.8600417375564575), ('gastroenteritis', 0.8558529615402222), ('meningitis', 0.8470193147659302), ('bronkitis', 0.8334426283836365), ('campak', 0.8251029849052429), ('herpes', 0.8222500681877136), ('bakterial', 0.8215053677558899), ('tuberculosis', 0.8213468790054321), ('limfoma', 0.821251392364502)]"
5,pilek,"[('diare', 0.8472493290901184), ('sinusitis', 0.8300017714500427), ('gastroenteritis', 0.8245254158973694), ('batuk', 0.8223024010658264), ('konstipasi', 0.8180765509605408), ('hipertensi', 0.8069405555725098), ('meningitis', 0.8054754137992859), ('influenza', 0.8030682802200317), ('bronkitis', 0.8029335737228394), ('artritis', 0.8029298782348633)]"
5,variola,"[('kolera', 0.8358038067817688), ('tifus', 0.8269459009170532), ('campak', 0.7952904105186462), ('disentri', 0.7931104302406311), ('difteri', 0.784485399723053), ('terjangkit', 0.7731807231903076), ('epidemi', 0.7727106213569641), ('cacar', 0.7672594785690308), ('rabies', 0.7630587220191956), ('tipus', 0.7578126192092896)]"
5,kudis,"[('disentri', 0.7882620692253113), ('rematik', 0.765602707862854), ('tifus', 0.7585218548774719), ('jerawat', 0.7461720108985901), ('difteri', 0.7342886328697205), ('sembelit', 0.7306017875671387), ('eksem', 0.7278375625610352), ('bisul', 0.7243430018424988), ('artritis', 0.7217932939529419), ('cacingan', 0.7209744453430176)]"
5,otaknya,"[('jantungnya', 0.708690345287323), ('ususnya', 0.6584963202476501), ('tubuhnya', 0.6541371941566467), ('otak', 0.6415799856185913), ('pendarahan', 0.6260461807250977), ('perutnya', 0.6165506839752197), ('tenggorokannya', 0.6122040748596191), ('bengkak', 0.6108080148696899), ('lemas', 0.609794020652771), ('wajahnya', 0.6077329516410828)]"
5,tenggorokannya,"[('lututnya', 0.7201521396636963), ('lehernya', 0.6938732266426086), ('jantungnya', 0.68498694896698), ('lengannya', 0.6839355826377869), ('hidungnya', 0.6769023537635803), ('dadanya', 0.6761571764945984), ('perutnya', 0.6728644967079163), ('telinganya', 0.6581832766532898), ('robek', 0.657963752746582), ('pahanya', 0.6567489504814148)]"
5,ususnya,"[('perutnya', 0.7364590764045715), ('robek', 0.679093599319458), ('jantungnya', 0.6774154305458069), ('pahanya', 0.6670143604278564), ('dadanya', 0.6654782295227051), ('lehernya', 0.6609296798706055), ('otaknya', 0.6584964394569397), ('perut', 0.6575334072113037), ('lututnya', 0.6572562456130981), ('hidungnya', 0.6561133861541748)]"
5,lengannya,"[('lehernya', 0.8581823706626892), ('kakinya', 0.8237992525100708), ('dadanya', 0.8125565648078918), ('punggungnya', 0.7941042184829712), ('bahunya', 0.781110942363739), ('tangannya', 0.7767055034637451), ('kepalanya', 0.7655845284461975), ('ekornya', 0.7643722295761108), ('pedangnya', 0.7581107020378113), ('lengan', 0.7563772797584534)]"
5,perutnya,"[('dadanya', 0.7988045811653137), ('mulutnya', 0.7914560437202454), ('lehernya', 0.7844322919845581), ('perut', 0.7744064331054688), ('punggungnya', 0.7431831359863281), ('ususnya', 0.7364591360092163), ('hidungnya', 0.722873866558075), ('robek', 0.717024028301239), ('ekornya', 0.7156231999397278), ('tubuhnya', 0.7139930129051208)]"
5,darahnya,"[('darah', 0.7293708920478821), ('keringat', 0.6735002398490906), ('jantungnya', 0.6491786241531372), ('mulutnya', 0.6485220789909363), ('cairan', 0.6408007740974426), ('kotoran', 0.6392156481742859), ('tubuhnya', 0.6299125552177429), ('menghisap', 0.619038462638855), ('perutnya', 0.6145925521850586), ('urin', 0.6142714023590088)]"
5,leukemia,"[('tuberkulosis', 0.8625863194465637), ('leukimia', 0.8495745658874512), ('pneumonia', 0.8473175764083862), ('alzheimer', 0.833833634853363), ('limfoma', 0.8247150778770447), ('anemia', 0.8144739866256714), ('sifilis', 0.8123825192451477), ('diabetes', 0.8120759129524231), ('meningitis', 0.8103381991386414), ('hipertensi', 0.8053923845291138)]"
5,artritis,"[('reumatoid', 0.8776718378067017), ('autoimun', 0.8709731101989746), ('hipertensi', 0.8709633350372314), ('idiopatik', 0.8689662218093872), ('arthritis', 0.8651605844497681), ('gastroenteritis', 0.8597735166549683), ('anemia', 0.8522369265556335), ('sepsis', 0.8514701128005981), ('kongenital', 0.8482223153114319), ('edema', 0.845226526260376)]"
5,tergeletak,"[('terbaring', 0.7185382843017578), ('berserakan', 0.6720088720321655), ('mayatnya', 0.6634865403175354), ('mayat', 0.6545929908752441), ('bergelimpangan', 0.6526747345924377), ('menancap', 0.6243026256561279), ('tertidur', 0.6213555932044983), ('berbaring', 0.616645097732544), ('tersangkut', 0.6129328012466431), ('menggantung', 0.6096102595329285)]"
5,tidurnya,"[('tidur', 0.7358989715576172), ('terbaring', 0.7053012847900391), ('berbaring', 0.6726548671722412), ('duduknya', 0.6521885395050049), ('kamarnya', 0.6390107274055481), ('tidurmu', 0.6280093789100647), ('tertidur', 0.6064212322235107), ('mandinya', 0.6028696894645691), ('berteduh', 0.6023187041282654), ('tinggalnya', 0.5971320867538452)]"
5,kamarnya,"[('apartemennya', 0.8096319437026978), ('rumahnya', 0.7729122638702393), ('terbaring', 0.6652141809463501), ('kamar', 0.6619019508361816), ('tidurnya', 0.6390107870101929), ('loteng', 0.6249344944953918), ('ruangannya', 0.6193110942840576), ('hotelnya', 0.6140872240066528), ('tertidur', 0.6139324903488159), ('hadapannya', 0.6102614998817444)]"
5,dibaringkan,"[('dikuburkan', 0.7565998435020447), ('dikremasi', 0.7453952431678772), ('menguburkannya', 0.7301607131958008), ('dikubur', 0.7147684693336487), ('menguburkan', 0.7063595056533813), ('disemayamkan', 0.7060374617576599), ('meletakkannya', 0.6645146012306213), ('dikebumikan', 0.6617365479469299), ('letakkan', 0.6616262793540955), ('menguburnya', 0.6594470143318176)]"
5,menghilang,"[('lenyap', 0.7368136644363403), ('hilang', 0.6821039319038391), ('terbangun', 0.666581928730011), ('memudar', 0.607196569442749), ('siuman', 0.6041472554206848), ('pulih', 0.5984769463539124), ('tertidur', 0.5882311463356018), ('pingsan', 0.5719283223152161), ('kabur', 0.5696257948875427), ('membeku', 0.5679901242256165)]"
5,bersembunyi,"[('berlindung', 0.8280242085456848), ('dikurung', 0.7449667453765869), ('terjebak', 0.7180411219596863), ('terperangkap', 0.6904223561286926), ('tertidur', 0.6824609041213989), ('beristirahat', 0.6723352670669556), ('persembunyian', 0.6671246290206909), ('bermalam', 0.6648271679878235), ('tersesat', 0.6515487432479858), ('menjebak', 0.6408440470695496)]"
5,mabukan,"[('bermabuk', 0.7621704339981079), ('mabuk', 0.6971953511238098), ('berjudi', 0.6605615615844727), ('berpesta', 0.6079694032669067), ('foya', 0.5528226494789124), ('ceking', 0.5518507957458496), ('mempermainkan', 0.5501571893692017), ('berkelahi', 0.5487104654312134), ('terbahak', 0.5429412722587585), ('menjahili', 0.5406006574630737)]"
5,bermabuk,"[('mabukan', 0.7621705532073975), ('berpesta', 0.6873674988746643), ('berjudi', 0.6588036417961121), ('mabuk', 0.6584032773971558), ('berfoya', 0.5586923360824585), ('foya', 0.5571866631507874), ('bersenang', 0.5518481731414795), ('dukanya', 0.5506364107131958), ('mempermainkan', 0.5427671670913696), ('teriak', 0.539724588394165)]"
5,kesal,"[('jengkel', 0.8622000217437744), ('geram', 0.8470326662063599), ('kecewa', 0.8309199213981628), ('cemburu', 0.8104920983314514), ('sebal', 0.8067711591720581), ('kaget', 0.7996838688850403), ('curiga', 0.780316948890686), ('marah', 0.7790579199790955), ('terkejut', 0.7759127616882324), ('terharu', 0.7715554237365723)]"
5,lapar,"[('letih', 0.7149496078491211), ('mengantuk', 0.7127647399902344), ('kehausan', 0.7059499621391296), ('kesakitan', 0.7026703953742981), ('kedinginan', 0.6975125670433044), ('cemas', 0.6933006644248962), ('gelisah', 0.6772722005844116), ('muntah', 0.6687139272689819), ('pusing', 0.6675969362258911), ('ngeri', 0.6660307049751282)]"
5,menjenguk,"[('mengunjunginya', 0.7773358821868896), ('menemuinya', 0.7683785557746887), ('menengok', 0.7521624565124512), ('menjemput', 0.7371241450309753), ('mendatanginya', 0.726815938949585), ('menjemputnya', 0.7231032252311707), ('menemaninya', 0.7122167944908142), ('menemani', 0.7019268870353699), ('menceraikan', 0.7001217603683472), ('merawatnya', 0.6970513463020325)]"
5,meninggalkannya,"[('menikahinya', 0.7450667023658752), ('menceraikan', 0.7362085580825806), ('mencarinya', 0.7326986789703369), ('mengambilnya', 0.730869710445404), ('menolongnya', 0.7246541380882263), ('meninggalkan', 0.7120985984802246), ('menceraikannya', 0.7119007706642151), ('mengkhianati', 0.7084424495697021), ('memaafkan', 0.7069145441055298), ('menculiknya', 0.7036214470863342)]"
5,merawat,"[('merawatnya', 0.6887438893318176), ('menolong', 0.6872745156288147), ('memelihara', 0.6649021506309509), ('mengobati', 0.6511288285255432), ('menyembuhkan', 0.6377033591270447), ('mengasuh', 0.6214964389801025), ('mengurus', 0.6169314980506897), ('membangunkan', 0.6150729656219482), ('menghidupi', 0.6063421368598938), ('membesarkan', 0.5897899866104126)]"
